Skola,Skol_enhetskod,Skolkommun,Typ_av_huvudman,merit_snitt,Andel_svenskar_procent,Foraldrar_utbildning_procent,Elever_per_larare,Andel_med_lararlegitimation_och_,Ar,Huvudman
Gudmundråskolan,11159060,Kramfors,Kommunal,175.5,79,49.6,11.1,57.4,2024,Kramfors
Gudmundråskolan,11159060,Kramfors,Kommunal,187.8,71.09999999999999,44.1,12.1,60.2,2025,Kramfors
Stöde skola,11181258,Sundsvall,Kommunal,196.7,89.7,42.9,12.2,58.3,2016,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,220.3,96.40000000000001,42.9,13,67.7,2017,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,236.3,83.3,39.3,11.6,80.40000000000001,2018,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,219,94.7,59.5,10.2,66.3,2019,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,218.9,96.8,41.9,11,68.7,2020,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,208.3,91.90000000000001,58.3,10.5,73.2,2021,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,221.9,100,53.3,10.5,74.5,2022,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,230.3,92.90000000000001,57.1,12.3,75.40000000000001,2023,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,221.3,78.59999999999999,64.3,11.9,78.2,2024,Sundsvall
Stöde skola,11181258,Sundsvall,Kommunal,214.2,89.7,41.4,13.1,82.90000000000001,2025,Sundsvall
Karlslundsskolan,11193969,Vallentuna,Kommunal,233.2,79.59999999999999,52.8,14,72.90000000000001,2021,Vallentuna
Karlslundsskolan,11193969,Vallentuna,Kommunal,208.9,85.7,69.7,13.9,72.09999999999999,2022,Vallentuna
Karlslundsskolan,11193969,Vallentuna,Kommunal,236.1,84.40000000000001,69.7,12.8,73.7,2024,Vallentuna
Karlslundsskolan,11193969,Vallentuna,Kommunal,230.8,77.59999999999999,73.7,12.9,71.8,2025,Vallentuna
Hedeskolan 4-9,11231816,Kungsbacka,Kommunal,262.2,85.09999999999999,65.2,10.9,47.6,2016,Kungsbacka
Hedeskolan 4-9,11231816,Kungsbacka,Kommunal,228.6,89.5,56.8,15,46.1,2017,Kungsbacka
Hedeskolan 4-9,11231816,Kungsbacka,Kommunal,231.3,89.59999999999999,48.9,12.9,78.2,2018,Kungsbacka
Brandströmska skolan Nylöse,11295861,Göteborg,Enskild,236.4,33.3,34.2,11.8,56.6,2020,Stiftelsen För Kristen Skolverksamhet
Raoul Wallenbergskolan Lidköping,11340770,Lidköping,Enskild,230.8,89.59999999999999,74.3,15.4,51.2,2025,Raoul Wallenbergskolorna Skaraborg AB
Lemshaga Akademi,11364996,Värmdö,Enskild,261.4,92.3,80.40000000000001,16.4,84.40000000000001,2016,Lemshagastiftelsen
Lemshaga Akademi,11364996,Värmdö,Enskild,280.5,98.09999999999999,64.7,16.2,87.40000000000001,2017,Lemshagastiftelsen
Lemshaga Akademi,11364996,Värmdö,Enskild,269.6,95.90000000000001,77.09999999999999,16,94,2019,Lemshagastiftelsen
Lemshaga Akademi,11364996,Värmdö,Enskild,273.2,92.3,70.59999999999999,14,85.90000000000001,2020,Lemshagastiftelsen
Lemshagastiftelsen,11364996,Värmdö,Enskild,273.4,100,75,14.5,83.59999999999999,2025,Lemshagastiftelsen
Gylle skola 6-9,11406792,Borlänge,Kommunal,189.7,79.8,46.6,11.6,67.8,2016,Borlänge
Gylle skola 6-9,11406792,Borlänge,Kommunal,206.9,79.8,45.2,12.7,71,2017,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,204.3,80.8,49.6,12.1,54.5,2018,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,200.1,75.8,47.8,12.8,66.5,2019,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,226.5,79.90000000000001,44.6,12.6,54.7,2020,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,206.1,74.40000000000001,54.7,12.8,57.1,2021,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,200.9,79.7,49.7,13.4,58.3,2022,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,206.4,72.5,45.5,14.3,69.09999999999999,2023,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,196.9,80.09999999999999,51.1,14.1,62.2,2024,Borlänge
Gylle skola 7-9,11406792,Borlänge,Kommunal,202.1,72.40000000000001,44.1,13,59.9,2025,Borlänge
Torpaskolan,11465652,Göteborg,Kommunal,196.5,71.40000000000001,55.1,12.4,79.40000000000001,2016,Göteborg
Torpaskolan,11465652,Göteborg,Kommunal,211.1,78,57.1,11,77.2,2017,Göteborg
Torpaskolan,11465652,Göteborg,Kommunal,218.3,67.3,63,14,84.7,2018,Göteborg
Torpaskolan,11465652,Göteborg,Kommunal,213.6,59.6,64.40000000000001,13.7,81.40000000000001,2019,Göteborg
Torpaskolan,11465652,Göteborg,Kommunal,201.3,54,57.1,15.2,82.7,2020,Göteborg
Torpaskolan F-9,11465652,Göteborg,Kommunal,222,78.8,67.3,15,82.3,2021,Göteborg
Torpaskolan F-9,11465652,Göteborg,Kommunal,211.9,64.2,53.8,13.7,77.3,2022,Göteborg
Torpaskolan F-9,11465652,Göteborg,Kommunal,192.4,70.8,70.8,13.2,77.59999999999999,2023,Göteborg
Torpaskolan F-9,11465652,Göteborg,Kommunal,223.6,67.3,68,13.1,79.7,2024,Göteborg
Torpaskolan F-9,11465652,Göteborg,Kommunal,219.2,59.2,61.2,11.6,83.90000000000001,2025,Göteborg
Stadsskogsskolan 1,11576148,Lindesberg,Kommunal,215.9,71.90000000000001,56.7,10,75.09999999999999,2016,Lindesberg
"Nya Skolan, Trollhättan",11588924,Trollhättan,Enskild,224.4,48.8,61,13.2,52.8,2016,Nya Skolan Trollhättan Aktiebolag
"Nya Skolan, Trollhättan",11588924,Trollhättan,Enskild,245.1,60.5,61.9,12.6,55.6,2017,Nya Skolan Trollhättan Aktiebolag
"Nya Skolan, Trollhättan",11588924,Trollhättan,Enskild,219.7,48.7,68.40000000000001,12.7,56.3,2019,Nya Skolan Trollhättan Aktiebolag
"Nya Skolan, Trollhättan",11588924,Trollhättan,Enskild,228.1,48.8,41.9,12.7,53.1,2020,Nya Skolan Trollhättan Aktiebolag
"Nya Skolan, Trollhättan",11588924,Trollhättan,Enskild,223.2,47.6,61.9,13.5,48.8,2021,Nya Skolan Trollhättan Aktiebolag
"Nya Skolan, Trollhättan, Pettersberg",11588924,Trollhättan,Enskild,213,51.9,59.3,12.8,54.6,2022,Nya Skolan Trollhättan Aktiebolag
Hyllinge skola,11662899,Åstorp,Kommunal,222.8,74.09999999999999,22.2,13.7,73.59999999999999,2016,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,224.3,63.8,36.2,14.4,67.2,2017,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,232,56,50,13.6,68,2018,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,223.9,75.90000000000001,36.2,13.3,60.9,2019,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,228,67.7,53.3,14.6,60,2020,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,218.8,64.90000000000001,30.4,14.8,60.1,2021,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,216.5,68.40000000000001,49.1,14.2,69.7,2022,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,199.5,59.3,40.4,13.2,66,2023,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,187.4,67.3,38.9,13.5,64.3,2024,Åstorp
Hyllinge skola,11662899,Åstorp,Kommunal,210,61.9,45.2,13,74.5,2025,Åstorp
Karin Boye-skolan,11664326,Motala,Enskild,230.5,94.40000000000001,58.6,11.4,65.09999999999999,2016,AcadeMedia fria grundskolor AB
Karin Boye-skolan,11664326,Motala,Enskild,225.8,94.40000000000001,56.6,13.4,77.40000000000001,2017,AcadeMedia fria grundskolor AB
Karin Boye-skolan,11664326,Motala,Enskild,239.3,87.7,63.9,13.1,61.3,2018,AcadeMedia fria grundskolor AB
Karin Boye-skolan,11664326,Motala,Enskild,216.3,95.8,50,13.8,67.7,2019,AcadeMedia fria grundskolor AB
Karin Boye-skolan,11664326,Motala,Enskild,243.6,91.90000000000001,73.59999999999999,14.3,62.4,2020,AcadeMedia fria grundskolor AB
Karin Boye-skolan,11664326,Motala,Enskild,242.2,98.7,68.40000000000001,14.3,62.4,2021,AcadeMedia fria grundskolor AB
Innovitaskolan Motalas Högstadium,11664326,Motala,Enskild,232.6,92,69.3,13.9,54.8,2022,AcadeMedia fria grundskolor AB
Innovitaskolan Motalas Högstadium,11664326,Motala,Enskild,240,97.3,79.7,13.5,60.2,2023,AcadeMedia fria grundskolor AB
Innovitaskolan Motalas Högstadium,11664326,Motala,Enskild,237.5,90.8,81.3,13.7,58.4,2024,AcadeMedia fria grundskolor AB
Innovitaskolan Motalas Högstadium,11664326,Motala,Enskild,226.9,93.3,76,13.8,74.09999999999999,2025,AcadeMedia fria grundskolor AB
Fria InterMilia skolan,11700203,Motala,Enskild,217.2,84.59999999999999,42.3,13,24.7,2017,Fria Intermilia Skolan
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,234.4,93.90000000000001,57.6,11.2,74.3,2017,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,265.2,90.7,72.2,12.1,65,2018,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,259.6,92.90000000000001,75.59999999999999,15,83.5,2019,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,255.8,86.40000000000001,72.09999999999999,13,84.2,2020,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,257.2,89.8,77.59999999999999,13.2,83.90000000000001,2021,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,245,88.2,76.5,14.2,84.2,2022,Höganäs
Lerbergsskolan 7-9,11721378,Höganäs,Kommunal,248.8,94.09999999999999,76,16.6,92.7,2023,Höganäs
Saltsjöbadens samskola,11777750,Nacka,Kommunal,249.7,67.8,78.40000000000001,14.3,66.7,2016,Nacka
Saltsjöbadens samskola,11777750,Nacka,Kommunal,273.8,69.3,77,15.2,53.3,2017,Nacka
Saltsjöbadens samskola,11777750,Nacka,Kommunal,271.2,76.90000000000001,75.90000000000001,12.1,57.1,2018,Nacka
Saltsjöbadens samskola,11777750,Nacka,Kommunal,266.1,71.40000000000001,71.40000000000001,15.1,66.7,2019,Nacka
Guldhedsskolan F-9,11814097,Göteborg,Kommunal,211.5,57.3,54.9,11.4,84.2,2022,Göteborg
Guldhedsskolan F-9,11814097,Göteborg,Kommunal,202.4,62.3,66.7,11,78.2,2023,Göteborg
Guldhedsskolan F-9,11814097,Göteborg,Kommunal,196.5,49.5,70.5,10.4,80.09999999999999,2024,Göteborg
Guldhedsskolan F-9,11814097,Göteborg,Kommunal,196.2,57.3,64.09999999999999,9.9,87.59999999999999,2025,Göteborg
Ängdalaskolan,11885832,Vellinge,Enskild,268.2,98.09999999999999,77.8,12.8,94.8,2017,Ängdala Skolor AB
Ängdalaskolan,11885832,Vellinge,Enskild,284,94.5,75.90000000000001,13.7,91.7,2019,Ängdala Skolor AB
Ängdalaskolan,11885832,Vellinge,Enskild,273.1,94.90000000000001,79.7,14.2,88.59999999999999,2023,Ängdala Skolor AB
Ängdalaskolan,11885832,Vellinge,Enskild,265.8,87.7,78.59999999999999,12.5,76,2025,Ängdala Skolor AB
Bergsjö skola,11892057,Nordanstig,Kommunal,205.4,90.90000000000001,43.1,11.4,52.9,2020,Nordanstig
Bergsjö skola,11892057,Nordanstig,Kommunal,231.4,79.2,40,11.7,65.8,2021,Nordanstig
Bergsjö skola,11892057,Nordanstig,Kommunal,230.6,79.40000000000001,52.3,12.3,65.09999999999999,2022,Nordanstig
Bergsjö skola,11892057,Nordanstig,Kommunal,222,83.09999999999999,39.1,12.4,50.4,2023,Nordanstig
Rosenborgskolan,11914814,Södertälje,Kommunal,210.9,32.5,47.5,12.8,66.8,2016,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,214.9,46,52.1,12.5,66.59999999999999,2017,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,231.8,54.9,54.2,14.4,70.09999999999999,2018,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,231.3,64.2,57.4,12.3,69.8,2019,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,228.8,69,57,13.4,69.59999999999999,2020,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,224.3,76.40000000000001,58.3,12.3,68.40000000000001,2021,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,242.7,73.59999999999999,64.5,12.3,63.2,2022,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,222.6,57.7,60.8,12.1,62.6,2023,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,232.1,70.5,63.3,12.6,64,2024,Södertälje
Rosenborgskolan,11914814,Södertälje,Kommunal,243.4,69,69,15,64.2,2025,Södertälje
Oxelöskolan,12053461,Oxelösund,Kommunal,215.3,51.1,56.8,8.300000000000001,56.4,2024,Oxelösund
Ektorpsskolan 1,12079022,Norrköping,Kommunal,216.8,54.4,45.1,7.4,66.7,2019,Norrköping
Ektorpsskolan 1,12079022,Norrköping,Kommunal,205.2,51,42.2,8.300000000000001,69.3,2021,Norrköping
Ektorpsskolan 1,12079022,Norrköping,Kommunal,203.8,40.6,44,9.6,65.7,2022,Norrköping
Ektorpsskolan 1,12079022,Norrköping,Kommunal,202.6,46,44.4,8.4,74,2023,Norrköping
Ektorpsskolan 1,12079022,Norrköping,Kommunal,202.2,50,46.5,9,72.8,2024,Norrköping
Ektorpsskolan 1,12079022,Norrköping,Kommunal,204.6,59.3,50,8.300000000000001,74.8,2025,Norrköping
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,224.6,79.8,44.1,12.9,78.8,2016,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,214,81.8,44.5,11.9,77.5,2017,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,215.1,76.40000000000001,44.3,12.3,71.7,2018,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,216.4,75.40000000000001,49.6,10.4,69.90000000000001,2019,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,211.7,80.40000000000001,49.7,11.2,79.2,2020,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,228.4,81.59999999999999,57.9,11.1,82.59999999999999,2021,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,223.6,77.3,59.1,11.9,77.5,2022,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,223.2,79.5,58.3,13.5,78.09999999999999,2023,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,221,80.59999999999999,60,11.6,62.6,2024,Lysekil
Gullmarsskolan 7-9,12247315,Lysekil,Kommunal,218.2,76.2,63.7,11.1,66.8,2025,Lysekil
Navet,12248380,Örebro,Kommunal,212.4,79.2,59.6,12.4,82.2,2016,Örebro
Navet,12248380,Örebro,Kommunal,199.2,68.59999999999999,60.9,10.8,72,2017,Örebro
Navet,12248380,Örebro,Kommunal,193.8,67.90000000000001,58.3,11,73.59999999999999,2018,Örebro
Navet,12248380,Örebro,Kommunal,224.9,75.90000000000001,73.2,12,75.40000000000001,2019,Örebro
Navet,12248380,Örebro,Kommunal,210,71.7,62.1,11.8,73.5,2020,Örebro
Navet,12248380,Örebro,Kommunal,219.1,62.6,67.40000000000001,11.2,70.40000000000001,2021,Örebro
Navet,12248380,Örebro,Kommunal,208.7,65.09999999999999,65.3,12,63.8,2022,Örebro
Navet,12248380,Örebro,Kommunal,202.4,55.3,57.4,10.6,69.09999999999999,2023,Örebro
Navet,12248380,Örebro,Kommunal,202.1,74.09999999999999,68.40000000000001,10.2,75.7,2024,Örebro
Navet,12248380,Örebro,Kommunal,184,56.4,52.6,11.3,72,2025,Örebro
Gåvsta skola,12275851,Uppsala,Kommunal,245.3,100,42.5,13.9,69.90000000000001,2017,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,233.8,89.8,39.6,14.5,82.3,2019,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,233,90.90000000000001,45.5,15.8,83.7,2020,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,232.9,92.5,47.2,13.6,87.40000000000001,2021,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,224.3,77.8,40,13.2,79.7,2022,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,221.3,92.7,46.3,13.9,83.5,2023,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,217,88.90000000000001,48.1,14.4,75.2,2024,Uppsala
Gåvsta skola,12275851,Uppsala,Kommunal,237.1,83.3,58.3,14.6,88.5,2025,Uppsala
Norregårdskolan,12286029,Växjö,Kommunal,218.5,70.5,60.5,13.5,83.40000000000001,2016,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,221,60.1,55.6,12.9,82,2017,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,227,62.6,66.5,11.4,70.90000000000001,2018,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,233,62.4,67.8,11.5,73.09999999999999,2019,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,233.6,76,69.8,12.5,73.59999999999999,2020,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,245.2,73.3,66.90000000000001,12.4,73.2,2021,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,234.6,80.09999999999999,74.09999999999999,12.1,70.90000000000001,2022,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,240.2,78,70.40000000000001,12.2,73,2023,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,237.4,73.59999999999999,69.90000000000001,12.3,72.8,2024,Växjö
Norregårdskolan,12286029,Växjö,Kommunal,224.1,68.3,72.8,11.7,79.8,2025,Växjö
Prolympia Virserum,12289594,Hultsfred,Enskild,234.8,76.7,53.7,16.8,33.3,2016,Nya Centralskolan i Virserum AB
Prolympia Virserum,12289594,Hultsfred,Enskild,167.6,65.40000000000001,57.7,17.4,49.8,2017,Nya Centralskolan i Virserum AB
Prolympia Virserum,12289594,Hultsfred,Enskild,199.9,57.6,34.4,12.5,33.2,2019,Nya Centralskolan i Virserum AB
Prolympia Virserum,12289594,Hultsfred,Enskild,194.3,56.8,37.8,12.1,34,2020,Nya Centralskolan i Virserum AB
Nya Centralskolan i Virserum AB,12289594,Hultsfred,Enskild,198.5,65.59999999999999,35.5,10.3,45.3,2022,Nya Centralskolan i Virserum AB
Nya Centralskolan i Virserum AB,12289594,Hultsfred,Enskild,219.1,67.40000000000001,53.3,12.7,55.5,2023,Nya Centralskolan i Virserum AB
Nya Centralskolan i Virserum AB,12289594,Hultsfred,Enskild,215.5,69.40000000000001,59.6,11.9,59.9,2024,Nya Centralskolan i Virserum AB
Nya Centralskolan i Virserum AB,12289594,Hultsfred,Enskild,212.4,75.7,62.2,10.9,59.1,2025,Nya Centralskolan i Virserum AB
Röllingbyskolan,12407147,Österåker,Kommunal,232.1,77.40000000000001,41.5,14,49.3,2018,Österåker
Röllingbyskolan,12407147,Österåker,Kommunal,232.2,52.8,44.4,9.1,52.6,2019,Österåker
Röllingbyskolan,12407147,Österåker,Kommunal,249,80.8,61.1,13.5,63.3,2020,Österåker
Röllingbyskolan,12407147,Österåker,Kommunal,227.9,76.7,36.7,13.8,56.7,2021,Österåker
Röllingbyskolan,12407147,Österåker,Kommunal,241,53.6,37,17.5,63.4,2022,Österåker
Pajala Centralskola,12443258,Pajala,Kommunal,221.6,85.09999999999999,37,8.699999999999999,75.90000000000001,2016,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,216.1,79.5,46.3,10.6,83.7,2017,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,218.9,92.2,42,9.6,55.1,2018,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,204.8,79.09999999999999,28.6,8.800000000000001,41.8,2019,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,220.8,84.40000000000001,45.5,8.5,62.1,2020,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,210.8,79.09999999999999,47.6,6.5,63,2021,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,237.9,86,39.5,7.3,60.3,2022,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,233,79.09999999999999,39.5,7.4,68.5,2023,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,226.9,83.7,42.6,7.4,71.59999999999999,2024,Pajala
Pajala Centralskola,12443258,Pajala,Kommunal,233.4,95.7,23.9,9.800000000000001,69.5,2025,Pajala
Bäckagårdsskolan,12636945,Malmö,Kommunal,274,78.59999999999999,60.7,14.3,69.3,2016,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,271.6,81,45.6,14.1,66.09999999999999,2017,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,263.3,75,53.7,13.8,53.2,2018,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,249.8,68.40000000000001,53.6,15.7,60.7,2019,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,251.4,67.3,61.1,14.7,52.4,2020,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,267.2,66.09999999999999,64.3,14.9,54.9,2021,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,266.4,57.1,67.90000000000001,14.9,62.4,2022,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,255.5,58.2,68.5,15,71.8,2023,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,272.5,64.2,76.90000000000001,16.2,77.2,2024,Malmö
Bäckagårdsskolan,12636945,Malmö,Kommunal,273.9,72.7,66.7,13.3,70.7,2025,Malmö
Finnbacksskolan 2,12717350,Lycksele,Kommunal,229.3,71.7,41.9,9.6,62.2,2021,Lycksele
Finnbacksskolan 2,12717350,Lycksele,Kommunal,220.4,81.90000000000001,52.9,9.199999999999999,72.40000000000001,2022,Lycksele
Finnbacksskolan 2,12717350,Lycksele,Kommunal,222.5,83.3,58.3,10.7,66,2023,Lycksele
Finnbacksskolan 2,12717350,Lycksele,Kommunal,199.2,71.59999999999999,56.9,10.6,72.7,2024,Lycksele
Finnbacksskolan 2,12717350,Lycksele,Kommunal,225.7,81.90000000000001,66.2,10.7,70.8,2025,Lycksele
Snäckebacksskolan 7-9,12753961,Ronneby,Kommunal,193.9,64.40000000000001,61.1,10.6,76.8,2025,Ronneby
Vittra Östertälje,12757193,Södertälje,Enskild,248.1,59.7,52.5,14.8,51.4,2016,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,260.8,81.59999999999999,53.1,15.7,66.59999999999999,2017,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,267.4,68.59999999999999,70.59999999999999,15.8,49.4,2018,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,260.3,54.7,71.2,15.4,37.5,2019,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,232.7,64.3,74.5,14.8,62.4,2022,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,239.4,65.90000000000001,73.2,13.2,57,2023,Vittraskolorna AB
Vittra Östertälje,12757193,Södertälje,Enskild,273.7,69,73.8,12.1,51.3,2024,Vittraskolorna AB
Stadsgårdsskolan,12759583,Jönköping,Kommunal,221.7,43.3,34.8,9.4,79.40000000000001,2016,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,200.2,53.8,41.1,9,83.09999999999999,2017,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,222.6,43,34.8,9.6,90.5,2018,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,225,41.3,40,10,70.7,2019,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,208.6,28.7,44.8,10.8,64.40000000000001,2020,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,213.1,34.9,44.1,9.300000000000001,69.40000000000001,2021,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,211.2,37.8,43.7,8.6,71,2022,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,200.8,40.2,48.9,9,67.8,2023,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,190.1,42.6,33.3,9.699999999999999,75.7,2024,Jönköping
Stadsgårdsskolan,12759583,Jönköping,Kommunal,206.6,43.4,54.9,10.2,68.3,2025,Jönköping
Råsundaskolan,12768012,Solna,Kommunal,262.2,71.40000000000001,58.3,12.4,69.8,2016,Solna
Råsundaskolan,12768012,Solna,Kommunal,229.1,77.40000000000001,53.4,13.6,72.8,2017,Solna
Råsundaskolan,12768012,Solna,Kommunal,234.2,84.8,65,14,79.59999999999999,2018,Solna
Finnbacksskolan 1,12853184,Lycksele,Kommunal,202,77.59999999999999,49.4,11,73.59999999999999,2021,Lycksele
Finnbacksskolan 1,12853184,Lycksele,Kommunal,225.1,71,52.2,8.9,65.7,2022,Lycksele
Finnbacksskolan 1,12853184,Lycksele,Kommunal,227.9,74.3,48.5,9.800000000000001,62.9,2023,Lycksele
Finnbacksskolan 1,12853184,Lycksele,Kommunal,208.2,82.40000000000001,61.8,10.3,69.59999999999999,2024,Lycksele
Finnbacksskolan 1,12853184,Lycksele,Kommunal,220.3,71.59999999999999,56.4,10.4,78.8,2025,Lycksele
Hellids grundskola 7-9,12872502,Tidaholm,Kommunal,212.9,83.3,45,11.6,66,2021,Tidaholm
Hellids grundskola 7-9,12872502,Tidaholm,Kommunal,206.5,83.59999999999999,53.8,11.5,63.9,2022,Tidaholm
Hellids grundskola 7-9,12872502,Tidaholm,Kommunal,199.5,78.7,49.2,12.5,66.8,2023,Tidaholm
Hellids grundskola 7-9,12872502,Tidaholm,Kommunal,215.2,84.8,56.9,11.5,68.2,2024,Tidaholm
Hellids grundskola 7-9,12872502,Tidaholm,Kommunal,208,79.40000000000001,54.1,12.2,73.09999999999999,2025,Tidaholm
Katrinebergsskolan,13050305,Mölndal,Kommunal,195.4,55.9,33.3,12.9,77.09999999999999,2016,Mölndal
Sjöängsskolan,13124830,Stockholm,Kommunal,214.4,64.40000000000001,52,13.3,69.90000000000001,2016,Stockholm
Sjöängsskolan,13124830,Stockholm,Kommunal,226.4,73.90000000000001,51.2,12.2,71,2017,Stockholm
Sjöängsskolan,13124830,Stockholm,Kommunal,223.5,57.3,50.6,12.8,65.59999999999999,2018,Stockholm
Sjöängsskolan,13124830,Stockholm,Kommunal,215.3,51.7,56.8,13.6,63.7,2019,Stockholm
Sjöängsskolan,13124830,Stockholm,Kommunal,220.5,56.7,61.1,13.6,67.40000000000001,2020,Stockholm
Sjöängsskolan,13124830,Stockholm,Kommunal,169.3,40,36.6,13.5,70.2,2021,Stockholm
